user_id,segment,session_id,content_id,event_date,content_quality_score,completion_rate,is_skipped,watch_time_sec
USR_0001,churned,SES_USR_0001_00,B01MQZ7J8K,2023-03-02,0.4878,0.327,True,9.8
USR_0001,churned,SES_USR_0001_00,B07B5XJ572,2023-03-02,0.4912,0.3397,False,10.2
USR_0001,churned,SES_USR_0001_00,B07RZZ1QSW,2023-03-02,0.5676,0.1489,True,4.5
USR_0001,churned,SES_USR_0001_00,B09F3PDDRF,2023-03-02,0.4439,0.0593,True,1.8
USR_0001,churned,SES_USR_0001_00,B09RWZRCP1,2023-03-02,0.4912,0.186,True,5.6
USR_0001,churned,SES_USR_0001_00,B09VT6JKRP,2023-03-02,0.4903,0.0,False,0.0
USR_0001,churned,SES_USR_0001_00,B08XXVXP3J,2023-03-02,0.5367,0.2331,True,7.0
USR_0002,churned,SES_USR_0002_00,B09X76VL5L,2023-12-26,0.3971,0.0908,False,2.7
USR_0002,churned,SES_USR_0002_00,B00LM4X3XE,2023-12-26,0.5388,0.1094,True,3.3
USR_0002,churned,SES_USR_0002_00,B09MDCZJXS,2023-12-26,0.4214,0.3216,True,9.6
USR_0002,churned,SES_USR_0002_00,B07DWFX9YS,2023-12-26,0.5376,0.3603,False,10.8
USR_0002,churned,SES_USR_0002_00,B016MDK4F4,2023-12-26,0.5133,0.4101,False,12.3
USR_0002,churned,SES_USR_0002_00,B09NY7W8YD,2023-12-26,0.4201,0.0482,True,1.4
USR_0002,churned,SES_USR_0002_00,B00LY12TH6,2023-12-26,0.59,0.2983,False,8.9
USR_0002,churned,SES_USR_0002_00,B09P8M18QM,2023-12-26,0.3035,0.0253,False,0.8
USR_0002,churned,SES_USR_0002_00,B0B3N8VG24,2023-12-26,0.4733,0.4334,True,13.0
USR_0003,at_risk,SES_USR_0003_00,B0762HXMTF,2023-05-11,0.4447,0.2885,True,8.7
USR_0003,at_risk,SES_USR_0003_00,B07L3NDN24,2023-05-11,0.4481,0.258,False,7.7
USR_0003,at_risk,SES_USR_0003_00,B09SJ1FTYV,2023-05-11,0.47,0.1651,False,5.0
USR_0003,at_risk,SES_USR_0003_00,B08S6RKT4L,2023-05-11,0.5615,0.1082,True,3.2
USR_0003,at_risk,SES_USR_0003_00,B00V9NHDI4,2023-05-11,0.4665,0.3473,True,10.4
USR_0003,at_risk,SES_USR_0003_00,B07H3N8RJH,2023-05-11,0.5217,0.0229,True,0.7
USR_0003,at_risk,SES_USR_0003_00,B091V8HK8Z,2023-05-11,0.4217,0.0,False,0.0
USR_0003,at_risk,SES_USR_0003_01,B00TDD0YM4,2023-04-08,0.5625,0.3724,False,11.2
USR_0003,at_risk,SES_USR_0003_01,B0B1MDZV9C,2023-04-08,0.4436,0.4212,True,12.6
USR_0003,at_risk,SES_USR_0003_01,B0BNLFQDG2,2023-04-08,0.3967,0.5311,False,15.9
USR_0003,at_risk,SES_USR_0003_01,B0BNDRK886,2023-04-08,0.4442,0.266,True,8.0
USR_0003,at_risk,SES_USR_0003_01,B08RX8G496,2023-04-08,0.2802,0.3198,True,9.6
USR_0003,at_risk,SES_USR_0003_01,B009LJ2BXA,2023-04-08,0.3551,0.471,False,14.1
USR_0003,at_risk,SES_USR_0003_02,B08L12N5H1,2023-04-10,0.4907,0.0185,False,0.6
USR_0003,at_risk,SES_USR_0003_02,B087JWLZ2K,2023-04-10,0.4458,0.3342,False,10.0
USR_0003,at_risk,SES_USR_0003_02,B07CWNJLPC,2023-04-10,0.5405,0.5466,True,16.4
USR_0003,at_risk,SES_USR_0003_02,B0B2CWRDB1,2023-04-10,0.5135,0.5014,True,15.0
USR_0003,at_risk,SES_USR_0003_02,B07V5YF4ND,2023-04-10,0.3503,0.0951,False,2.9
USR_0004,casual,SES_USR_0004_00,B07PFJ5VQD,2023-09-01,0.5466,0.3698,False,11.1
USR_0004,casual,SES_USR_0004_00,B07LGT55SJ,2023-09-01,0.5304,0.5465,False,16.4
USR_0004,casual,SES_USR_0004_00,B00LHZWD0C,2023-09-01,0.586,0.7712,False,23.1
USR_0004,casual,SES_USR_0004_01,B08RP2L2NL,2023-08-25,0.3508,0.8949,False,26.8
USR_0004,casual,SES_USR_0004_01,B07LFWP97N,2023-08-25,0.4908,0.4257,False,12.8
USR_0004,casual,SES_USR_0004_01,B0B2931FCV,2023-08-25,0.3513,0.6339,True,19.0
USR_0004,casual,SES_USR_0004_01,B01LYU3BZF,2023-08-25,0.5434,0.5353,False,16.1
USR_0004,casual,SES_USR_0004_02,B08Y7MXFMK,2023-09-07,0.515,0.7363,False,22.1
USR_0004,casual,SES_USR_0004_02,B08HV25BBQ,2023-09-07,0.5317,0.5259,False,15.8
USR_0004,casual,SES_USR_0004_02,B09CTWFV5W,2023-09-07,0.5614,0.3588,False,10.8
USR_0004,casual,SES_USR_0004_02,B01KCSGBU2,2023-09-07,0.5381,0.4207,True,12.6
USR_0004,casual,SES_USR_0004_02,B09NNGHG22,2023-09-07,0.5371,0.6715,False,20.1
USR_0004,casual,SES_USR_0004_02,B07T4D9FNY,2023-09-07,0.4682,0.3649,False,10.9
USR_0004,casual,SES_USR_0004_03,B09HS1NDRQ,2023-09-19,0.4202,0.5566,False,16.7
USR_0004,casual,SES_USR_0004_03,B08G28Z33M,2023-09-19,0.4932,0.7258,False,21.8
USR_0004,casual,SES_USR_0004_03,B0B97D658R,2023-09-19,0.3735,0.0843,False,2.5
USR_0004,casual,SES_USR_0004_03,B0718ZN31Q,2023-09-19,0.514,0.7535,False,22.6
USR_0004,casual,SES_USR_0004_03,B07KSB1MLX,2023-09-19,0.4692,0.3643,False,10.9
USR_0004,casual,SES_USR_0004_03,B07RX42D3D,2023-09-19,0.4526,0.6005,False,18.0
USR_0004,casual,SES_USR_0004_03,B09N6TTHT6,2023-09-19,0.5135,0.7039,False,21.1
USR_0004,casual,SES_USR_0004_03,B01M265AAK,2023-09-19,0.5369,0.6009,True,18.0
USR_0004,casual,SES_USR_0004_03,B09BW2GP18,2023-09-19,0.4435,0.5392,True,16.2
USR_0005,casual,SES_USR_0005_00,B08G43CCLC,2023-12-20,0.5134,0.5534,True,16.6
USR_0005,casual,SES_USR_0005_00,B0BMM7R92G,2023-12-20,0.5834,0.6887,True,20.7
USR_0005,casual,SES_USR_0005_00,B00EDJJ7FS,2023-12-20,0.5412,0.5053,False,15.2
USR_0005,casual,SES_USR_0005_01,B0BNDGL26T,2023-12-21,0.1867,0.4648,False,13.9
USR_0005,casual,SES_USR_0005_01,B09JFR8H3Q,2023-12-21,0.444,0.3734,False,11.2
USR_0005,casual,SES_USR_0005_01,B085194JFL,2023-12-21,0.4044,0.2688,False,8.1
USR_0005,casual,SES_USR_0005_01,B07LG59NPV,2023-12-21,0.4924,0.5265,False,15.8
USR_0005,casual,SES_USR_0005_01,B081NHWT6Z,2023-12-21,0.4442,0.5786,False,17.4
USR_0005,casual,SES_USR_0005_01,B00RGLI0ZS,2023-12-21,0.4689,0.846,True,25.4
USR_0005,casual,SES_USR_0005_01,B08T8KWNQ9,2023-12-21,0.3734,0.8108,False,24.3
USR_0005,casual,SES_USR_0005_01,B09P1MFKG1,2023-12-21,0.6067,0.6866,False,20.6
USR_0005,casual,SES_USR_0005_02,B08G43CCLC,2024-01-09,0.5134,0.5019,False,15.1
USR_0005,casual,SES_USR_0005_02,B09XJ1LM7R,2024-01-09,0.5367,0.6033,False,18.1
USR_0005,casual,SES_USR_0005_02,B09NNHFSSF,2024-01-09,0.4213,0.4819,True,14.5
USR_0005,casual,SES_USR_0005_02,B0BMM7R92G,2024-01-09,0.5834,0.3285,True,9.9
USR_0005,casual,SES_USR_0005_02,B08SCCG9D4,2024-01-09,0.4538,0.3401,False,10.2
USR_0005,casual,SES_USR_0005_02,B09F6S8BT6,2024-01-09,0.5481,0.5991,False,18.0
USR_0005,casual,SES_USR_0005_02,B08HLZ28QC,2024-01-09,0.4982,0.8218,False,24.7
USR_0005,casual,SES_USR_0005_02,B01FSYQ2A4,2024-01-09,0.5583,0.5717,False,17.2
USR_0005,casual,SES_USR_0005_02,B09MKP344P,2024-01-09,0.4947,0.9628,False,28.9
USR_0006,power,SES_USR_0006_00,B0BFBNXS94,2023-10-18,0.07,0.7544,False,22.6
USR_0006,power,SES_USR_0006_00,B081B1JL35,2023-10-18,0.3971,0.7766,False,23.3
USR_0006,power,SES_USR_0006_00,B0BGPN4GGH,2023-10-18,0.42,0.7307,False,21.9
USR_0006,power,SES_USR_0006_01,B08CF3B7N1,2023-10-30,0.5252,0.665,False,20.0
USR_0006,power,SES_USR_0006_01,B09WRMNJ9G,2023-10-30,0.5211,0.5957,False,17.9
USR_0006,power,SES_USR_0006_01,B00P93X6EK,2023-10-30,0.5864,0.9737,False,29.2
USR_0006,power,SES_USR_0006_02,B07Z1Z77ZZ,2023-10-09,0.5435,0.7083,False,21.3
USR_0006,power,SES_USR_0006_02,B01EY310UM,2023-10-09,0.5475,0.5905,False,17.7
USR_0006,power,SES_USR_0006_02,B0B3N8VG24,2023-10-09,0.4733,0.9401,False,28.2
USR_0006,power,SES_USR_0006_02,B00GE55L22,2023-10-09,0.4921,0.9648,False,28.9
USR_0006,power,SES_USR_0006_02,B09BVCVTBC,2023-10-09,0.5842,0.8535,False,25.6
USR_0006,power,SES_USR_0006_03,B0BBMPH39N,2023-10-28,0.4903,0.8714,False,26.1
USR_0006,power,SES_USR_0006_03,B07JB2Y4SR,2023-10-28,0.5675,0.6568,True,19.7
USR_0006,power,SES_USR_0006_03,B084BR3QX8,2023-10-28,0.3518,0.8352,False,25.1
USR_0006,power,SES_USR_0006_04,B09SJ1FTYV,2023-10-15,0.47,0.6308,False,18.9
USR_0006,power,SES_USR_0006_04,B07N42JB4S,2023-10-15,0.5557,0.8708,False,26.1
USR_0006,power,SES_USR_0006_04,B08CYPB15D,2023-10-15,0.4717,0.7774,False,23.3
USR_0006,power,SES_USR_0006_04,B00JBNZPFM,2023-10-15,0.5207,0.726,False,21.8
USR_0006,power,SES_USR_0006_04,B0B5GF6DQD,2023-10-15,0.3972,1.0,False,30.0
USR_0006,power,SES_USR_0006_04,B09XBJ1CTN,2023-10-15,0.5143,0.6268,False,18.8
USR_0006,power,SES_USR_0006_04,B09C6FML9B,2023-10-15,0.4903,0.6936,False,20.8
USR_0006,power,SES_USR_0006_04,B01IOZUHRS,2023-10-15,0.4971,0.7637,False,22.9
USR_0006,power,SES_USR_0006_04,B0718ZN31Q,2023-10-15,0.514,0.8881,False,26.6
USR_0006,power,SES_USR_0006_05,B08461VC1Z,2023-09-27,0.5885,1.0,False,30.0
USR_0006,power,SES_USR_0006_05,B08TV2P1N8,2023-09-27,0.5897,0.4914,False,14.7
USR_0006,power,SES_USR_0006_05,B0B2X35B1K,2023-09-27,0.4972,0.9551,True,28.7
USR_0006,power,SES_USR_0006_05,B00YQLG7GK,2023-09-27,0.5234,1.0,False,30.0
USR_0006,power,SES_USR_0006_05,B08PFSZ7FH,2023-09-27,0.514,0.7717,False,23.2
USR_0006,power,SES_USR_0006_05,B08FD2VSD9,2023-09-27,0.5154,0.8003,True,24.0
USR_0006,power,SES_USR_0006_05,B08H5L8V1L,2023-09-27,0.5388,0.7615,False,22.8
USR_0006,power,SES_USR_0006_05,B095PWLLY6,2023-09-27,0.4775,0.9795,False,29.4
USR_0006,power,SES_USR_0006_06,B00BN5SNF0,2023-09-22,0.4531,0.7897,False,23.7
USR_0006,power,SES_USR_0006_06,B07MKMFKPG,2023-09-22,0.5681,0.9902,False,29.7
USR_0006,power,SES_USR_0006_06,B08L4SBJRY,2023-09-22,0.469,0.8576,False,25.7
USR_0006,power,SES_USR_0006_06,B09B9SPC7F,2023-09-22,0.4919,0.6293,False,18.9
USR_0006,power,SES_USR_0006_06,B08QHLXWV3,2023-09-22,0.4434,0.6191,False,18.6
USR_0006,power,SES_USR_0006_07,B0B5LVS732,2023-10-06,0.4975,0.9236,False,27.7
USR_0006,power,SES_USR_0006_07,B016XVRKZM,2023-10-06,0.4544,0.8288,False,24.9
USR_0006,power,SES_USR_0006_07,B08G28Z33M,2023-10-06,0.4932,0.7531,False,22.6
USR_0006,power,SES_USR_0006_07,B08Y5KXR6Z,2023-10-06,0.4608,0.8664,False,26.0
USR_0006,power,SES_USR_0006_07,B01M72LILF,2023-10-06,0.5845,0.7149,False,21.4
USR_0006,power,SES_USR_0006_07,B08H9Z3XQW,2023-10-06,0.6036,0.6586,False,19.8
USR_0006,power,SES_USR_0006_07,B07DJLFMPS,2023-10-06,0.4896,0.4969,False,14.9
USR_0006,power,SES_USR_0006_07,B0949SBKMP,2023-10-06,0.4856,0.9988,False,30.0
USR_0006,power,SES_USR_0006_07,B014SZO90Y,2023-10-06,0.603,1.0,True,30.0
USR_0006,power,SES_USR_0006_08,B00ABMASXG,2023-11-04,0.5153,0.8234,False,24.7
USR_0006,power,SES_USR_0006_08,B07R99NBVB,2023-11-04,0.5875,0.9434,False,28.3
USR_0006,power,SES_USR_0006_08,B00URH5E34,2023-11-04,0.3829,0.3846,False,11.5
USR_0006,power,SES_USR_0006_08,B09TP5KBN7,2023-11-04,0.4689,0.936,False,28.1
USR_0006,power,SES_USR_0006_08,B00R1P3B4O,2023-11-04,0.5868,0.6134,False,18.4
USR_0006,power,SES_USR_0006_08,B0989W6J2F,2023-11-04,0.4687,0.942,False,28.3
USR_0006,power,SES_USR_0006_08,B0BBFJLP21,2023-11-04,0.4449,0.6615,False,19.8
USR_0006,power,SES_USR_0006_08,B098JYT4SY,2023-11-04,0.492,0.9613,False,28.8
USR_0006,power,SES_USR_0006_08,B0B1YVCJ2Y,2023-11-04,0.54,0.9114,False,27.3
USR_0006,power,SES_USR_0006_09,B07K2HVKLL,2023-11-13,0.4936,0.7368,True,22.1
USR_0006,power,SES_USR_0006_09,B0B6F8HHR6,2023-11-13,0.5364,0.6523,False,19.6
USR_0006,power,SES_USR_0006_09,B07YR26BJ3,2023-11-13,0.4765,0.7612,False,22.8
USR_0006,power,SES_USR_0006_09,B08WLY8V9S,2023-11-13,0.5863,0.7149,False,21.4
USR_0006,power,SES_USR_0006_09,B07ZKD8T1Q,2023-11-13,0.5894,0.8564,False,25.7
USR_0006,power,SES_USR_0006_09,B09MKP344P,2023-11-13,0.4947,0.7043,False,21.1
USR_0006,power,SES_USR_0006_09,B01J1CFO5I,2023-11-13,0.6302,0.6659,False,20.0
USR_0007,churned,SES_USR_0007_00,B09X79PP8F,2023-06-28,0.4434,0.2916,True,8.7
USR_0007,churned,SES_USR_0007_00,B01GFTEV5Y,2023-06-28,0.458,0.5581,True,16.7
USR_0007,churned,SES_USR_0007_00,B01DGVKBC6,2023-06-28,0.5657,0.0619,True,1.9
USR_0007,churned,SES_USR_0007_00,B0B23LW7NV,2023-06-28,0.6355,0.333,True,10.0
USR_0007,churned,SES_USR_0007_00,B017PDR9N0,2023-06-28,0.508,0.0,False,0.0
USR_0007,churned,SES_USR_0007_00,B008LN8KDM,2023-06-28,0.5421,0.1325,True,4.0
USR_0007,churned,SES_USR_0007_00,B07KKJPTWB,2023-06-28,0.5611,0.2822,True,8.5
USR_0008,at_risk,SES_USR_0008_00,B07G147SZD,2023-04-15,0.4672,0.4378,False,13.1
USR_0008,at_risk,SES_USR_0008_00,B09Y5FZK9N,2023-04-15,0.3974,0.3831,True,11.5
USR_0008,at_risk,SES_USR_0008_00,B084MZXJNK,2023-04-15,0.5614,0.2078,True,6.2
USR_0008,at_risk,SES_USR_0008_00,B07HZ2QCGR,2023-04-15,0.4492,0.2171,False,6.5
USR_0008,at_risk,SES_USR_0008_00,B09NNGHG22,2023-04-15,0.5371,0.5995,True,18.0
USR_0008,at_risk,SES_USR_0008_00,B01C8P29N0,2023-04-15,0.5297,0.4341,True,13.0
USR_0008,at_risk,SES_USR_0008_01,B08KRMK9LZ,2023-04-03,0.5177,0.2684,False,8.1
USR_0008,at_risk,SES_USR_0008_01,B09CKSYBLR,2023-04-03,0.4912,0.5705,False,17.1
USR_0008,at_risk,SES_USR_0008_01,B08FD2VSD9,2023-04-03,0.5154,0.1787,True,5.4
USR_0008,at_risk,SES_USR_0008_01,B00935MD1C,2023-04-03,0.4061,0.275,False,8.3
USR_0008,at_risk,SES_USR_0008_01,B07RCGTZ4M,2023-04-03,0.4925,0.3192,True,9.6
USR_0008,at_risk,SES_USR_0008_01,B08TDJNM3G,2023-04-03,0.4242,0.4401,True,13.2
USR_0009,churned,SES_USR_0009_00,B09PLFJ7ZW,2023-09-04,0.4487,0.2839,True,8.5
USR_0009,churned,SES_USR_0009_00,B0746JGVDS,2023-09-04,0.4759,0.0,True,0.0
USR_0009,churned,SES_USR_0009_00,B00YQLG7GK,2023-09-04,0.5234,0.0,False,0.0
USR_0009,churned,SES_USR_0009_00,B07KSMBL2H,2023-09-04,0.86,0.2022,False,6.1
USR_0009,churned,SES_USR_0009_00,B0814ZY6FP,2023-09-04,0.4276,0.0765,True,2.3
USR_0009,churned,SES_USR_0009_00,B08S7V8YTN,2023-09-04,0.5379,0.1656,True,5.0
USR_0010,power,SES_USR_0010_00,B0BMZ6SY89,2023-09-11,0.3267,0.7227,False,21.7
USR_0010,power,SES_USR_0010_00,B097R45BH8,2023-09-11,0.5178,0.6477,False,19.4
USR_0010,power,SES_USR_0010_00,B09JN37WBX,2023-09-11,0.6068,0.9878,False,29.6
USR_0010,power,SES_USR_0010_00,B09Q8WQ5QJ,2023-09-11,0.4911,0.7405,False,22.2
USR_0010,power,SES_USR_0010_00,B01N6IJG0F,2023-09-11,0.5022,0.905,False,27.1
USR_0010,power,SES_USR_0010_00,B09WN3SRC7,2023-09-11,0.6342,0.7024,False,21.1
USR_0010,power,SES_USR_0010_00,B0B3CPQ5PF,2023-09-11,0.5489,1.0,False,30.0
USR_0010,power,SES_USR_0010_01,B07HZ2QCGR,2023-07-31,0.4492,0.8678,False,26.0
USR_0010,power,SES_USR_0010_01,B07GVR9TG7,2023-07-31,0.5846,0.8007,True,24.0
USR_0010,power,SES_USR_0010_01,B01F25X6RQ,2023-07-31,0.5355,1.0,False,30.0
USR_0010,power,SES_USR_0010_01,B075JJ5NQC,2023-07-31,0.4813,0.5425,False,16.3
USR_0010,power,SES_USR_0010_01,B07VSG5SXZ,2023-07-31,0.49,0.6689,False,20.1
USR_0010,power,SES_USR_0010_01,B09NBZ36F7,2023-07-31,0.5212,0.6791,False,20.4
USR_0010,power,SES_USR_0010_01,B07B275VN9,2023-07-31,0.3982,0.7771,False,23.3
USR_0010,power,SES_USR_0010_01,B08H5L8V1L,2023-07-31,0.5388,0.8128,False,24.4
USR_0010,power,SES_USR_0010_02,B08HV83HL3,2023-08-11,0.6624,0.7722,False,23.2
USR_0010,power,SES_USR_0010_02,B0B1NX6JTN,2023-08-11,0.5379,0.8219,False,24.7
USR_0010,power,SES_USR_0010_02,B00OFM6PEO,2023-08-11,0.538,0.8156,False,24.5
USR_0010,power,SES_USR_0010_02,B0856HY85J,2023-08-11,0.5288,0.8178,False,24.5
USR_0010,power,SES_USR_0010_03,B00LM4X3XE,2023-09-03,0.5388,0.7436,False,22.3
USR_0010,power,SES_USR_0010_03,B00BN5SNF0,2023-09-03,0.4531,0.8539,False,25.6
USR_0010,power,SES_USR_0010_03,B09X79PP8F,2023-09-03,0.4434,0.8474,False,25.4
USR_0010,power,SES_USR_0010_04,B088ZTJT2R,2023-08-21,0.5254,0.4684,False,14.1
USR_0010,power,SES_USR_0010_04,B008QTK47Q,2023-08-21,0.5633,0.8539,False,25.6
USR_0010,power,SES_USR_0010_04,B00YMJ0OI8,2023-08-21,0.5121,0.4613,False,13.8
USR_0010,power,SES_USR_0010_05,B085HY1DGR,2023-08-04,0.4676,1.0,False,30.0
USR_0010,power,SES_USR_0010_05,B09GP6FBZT,2023-08-04,0.5429,0.6498,False,19.5
USR_0010,power,SES_USR_0010_05,B0B5F3YZY4,2023-08-04,0.4668,0.7064,False,21.2
USR_0010,power,SES_USR_0010_05,B086X18Q71,2023-08-04,0.546,0.6238,False,18.7
USR_0010,power,SES_USR_0010_05,B0B5GJRTHB,2023-08-04,0.5149,0.8783,False,26.3
USR_0010,power,SES_USR_0010_05,B083T5G5PM,2023-08-04,0.559,0.8105,False,24.3
USR_0010,power,SES_USR_0010_06,B012MQS060,2023-07-30,0.5081,0.7708,False,23.1
USR_0010,power,SES_USR_0010_06,B076B8G5D8,2023-07-30,0.5149,0.8889,False,26.7
USR_0010,power,SES_USR_0010_06,B0926V9CTV,2023-07-30,0.5383,0.7954,False,23.9
USR_0010,power,SES_USR_0010_06,B09LQQYNZQ,2023-07-30,0.5835,0.7206,False,21.6
USR_0010,power,SES_USR_0010_06,B09KPXTZXN,2023-07-30,0.4678,1.0,True,30.0
USR_0010,power,SES_USR_0010_07,B0B86CDHL1,2023-08-30,0.5834,0.5794,True,17.4
USR_0010,power,SES_USR_0010_07,B01KCSGBU2,2023-08-30,0.5381,0.9237,True,27.7
USR_0010,power,SES_USR_0010_07,B071113J7M,2023-08-30,0.5884,0.8452,False,25.4
USR_0010,power,SES_USR_0010_07,B09YV4RG4D,2023-08-30,0.5292,0.7832,False,23.5
USR_0010,power,SES_USR_0010_07,B09RFB2SJQ,2023-08-30,0.4903,0.6205,False,18.6
USR_0010,power,SES_USR_0010_07,B07VTFN6HM,2023-08-30,0.6113,0.8397,False,25.2
USR_0010,power,SES_USR_0010_07,B07LFWP97N,2023-08-30,0.4908,0.8942,False,26.8
USR_0010,power,SES_USR_0010_07,B09J2MM5C6,2023-08-30,0.5152,0.8294,False,24.9
USR_0010,power,SES_USR_0010_08,B08CYPB15D,2023-09-04,0.4717,0.9442,False,28.3
USR_0010,power,SES_USR_0010_08,B081FG1QYX,2023-09-04,0.5411,0.6179,False,18.5
USR_0010,power,SES_USR_0010_08,B08W56G1K9,2023-09-04,0.4961,0.7066,False,21.2
USR_0010,power,SES_USR_0010_08,B09LQQYNZQ,2023-09-04,0.5835,0.7013,False,21.0
USR_0010,power,SES_USR_0010_08,B00KXULGJQ,2023-09-04,0.5481,0.639,False,19.2
USR_0010,power,SES_USR_0010_08,B09Y5MP7C4,2023-09-04,0.4521,0.7631,False,22.9
USR_0010,power,SES_USR_0010_09,B0B84QN4CN,2023-07-17,0.3734,0.8374,False,25.1
USR_0010,power,SES_USR_0010_09,B09DDCQFMT,2023-07-17,0.3737,0.9439,False,28.3
USR_0010,power,SES_USR_0010_09,B09SGGRKV8,2023-07-17,0.3751,0.805,False,24.1
USR_0010,power,SES_USR_0010_09,B0B5LVS732,2023-07-17,0.4975,0.7839,False,23.5
USR_0010,power,SES_USR_0010_09,B08CYNJ5KY,2023-07-17,0.5165,1.0,False,30.0
USR_0010,power,SES_USR_0010_09,B0BHYLCL19,2023-07-17,0.3734,0.7795,False,23.4
USR_0010,power,SES_USR_0010_09,B07L9FW9GF,2023-07-17,0.4702,1.0,False,30.0
USR_0010,power,SES_USR_0010_09,B0B9BXKBC7,2023-07-17,0.6068,0.9685,False,29.1
USR_0010,power,SES_USR_0010_09,B08YXJJW8H,2023-07-17,0.4435,0.6839,False,20.5
USR_0010,power,SES_USR_0010_10,B08WKCTFF3,2023-08-16,0.5612,0.7883,False,23.6
USR_0010,power,SES_USR_0010_10,B07QDSN9V6,2023-08-16,0.4957,0.6071,False,18.2
USR_0010,power,SES_USR_0010_10,B07YWS9SP9,2023-08-16,0.472,0.6291,False,18.9
USR_0010,power,SES_USR_0010_10,B08NW8GHCJ,2023-08-16,0.5373,0.8462,False,25.4
USR_0010,power,SES_USR_0010_10,B0BDG6QDYD,2023-08-16,0.4901,1.0,False,30.0
USR_0010,power,SES_USR_0010_10,B0883LQJ6B,2023-08-16,0.5165,0.6795,False,20.4
USR_0010,power,SES_USR_0010_10,B0BCVJ3PVP,2023-08-16,0.5836,0.7852,False,23.6
USR_0010,power,SES_USR_0010_11,B085DTN6R2,2023-07-31,0.5149,1.0,False,30.0
